Date,Close,High,Low,Open,Volume
16-02-2000,6147.399902,6147.399902,6002.5,6005.200195,1614733000
17-02-2000,6209.299805,6262.200195,6102.899902,6147.399902,1522351000
18-02-2000,6165,6264.100098,6151.399902,6209.299805,1098726000
21-02-2000,6081.600098,6193.600098,6029.899902,6165,960304000
22-02-2000,6014.700195,6172.799805,6002.700195,6081.600098,1830338000
23-02-2000,6144.100098,6167.299805,6014.700195,6014.700195,1393864000
24-02-2000,6086.700195,6288.799805,6070.899902,6144.100098,1213197000
25-02-2000,6198,6198,6086.700195,6086.700195,1181230000
28-02-2000,6099.600098,6271.100098,6054.100098,6198,925049000
29-02-2000,6232.600098,6245.5,6099.600098,6099.600098,1121708000
01-03-2000,6364.899902,6387.299805,6232.600098,6232.600098,1499256000
02-03-2000,6432.100098,6436.5,6324.200195,6364.899902,1124952000
03-03-2000,6487.5,6506.299805,6403,6432.100098,1107792000
06-03-2000,6567.799805,6593.299805,6457,6487.5,1334247000
07-03-2000,6466.5,6568.299805,6465.5,6567.799805,1164979000
08-03-2000,6411.200195,6479.700195,6387.200195,6466.5,1315382000
09-03-2000,6532.100098,6544.200195,6411.200195,6411.200195,983965000
10-03-2000,6568.700195,6642.5,6532.100098,6532.100098,1005534000
13-03-2000,6466.899902,6568.700195,6380.600098,6568.700195,822972000
14-03-2000,6487.100098,6539.700195,6457.100098,6466.899902,753821000
15-03-2000,6447,6487.100098,6396.100098,6487.100098,1196995000
16-03-2000,6557.299805,6618.200195,6447,6447,1361503000
17-03-2000,6558,6713.100098,6504.100098,6557.200195,1309177000
20-03-2000,6624.5,6653.399902,6523.299805,6558,764551000
21-03-2000,6617.899902,6630.600098,6543.399902,6624.5,1079931000
22-03-2000,6609.600098,6692.299805,6551.700195,6617.899902,1181720000
23-03-2000,6594.600098,6617.799805,6538.700195,6609.600098,856587000
24-03-2000,6738.5,6755.100098,6594.600098,6594.600098,1088155000
27-03-2000,6687.200195,6770.399902,6654.399902,6738.5,789449000
28-03-2000,6650.100098,6734.899902,6623.700195,6687.200195,726224000
29-03-2000,6598.799805,6657.299805,6570.299805,6650.100098,892675000
30-03-2000,6445.200195,6598.799805,6418.5,6598.799805,1119761000
31-03-2000,6540.200195,6557.399902,6385.799805,6445.200195,1019644000
03-04-2000,6462.100098,6540.200195,6437.899902,6540.200195,949900000
04-04-2000,6427,6531.299805,6415.5,6462.100098,1278570000
05-04-2000,6379.299805,6428.5,6283.200195,6427,566610000
06-04-2000,6451.100098,6464.899902,6353.799805,6379.299805,1068579000
07-04-2000,6569.899902,6586.299805,6451.100098,6451.100098,857438000
10-04-2000,6533.399902,6579.600098,6510.399902,6569.899902,816581000
11-04-2000,6379.200195,6534,6358.399902,6533.399902,1114607000
12-04-2000,6350.799805,6443.5,6333.600098,6379.200195,931780000
13-04-2000,6357,6381.899902,6268.399902,6350.799805,1107726000
14-04-2000,6178.100098,6359.100098,6149.799805,6357,996451000
17-04-2000,5994.600098,6178.100098,5915.200195,6178.100098,1204901000
18-04-2000,6074,6084.200195,5951.700195,5994.600098,1016954000
19-04-2000,6184.899902,6193.600098,6074,6074,1251275000
20-04-2000,6241.200195,6248.100098,6134.399902,6184.899902,879208000
25-04-2000,6283,6313.799805,6155.700195,6241.200195,1028703000
26-04-2000,6256.5,6342.200195,6247,6283,1031032000
27-04-2000,6179.299805,6306.200195,6127.899902,6256.5,970702000
28-04-2000,6327.399902,6341.899902,6179.299805,6179.299805,882175000
02-05-2000,6373.399902,6412.600098,6311.899902,6327.399902,1035666000
03-05-2000,6184.799805,6373.399902,6176.100098,6373.399902,825000000
04-05-2000,6199.600098,6231.399902,6162.5,6184.799805,906960000
05-05-2000,6238.799805,6267.899902,6190.5,6199.600098,845274000
08-05-2000,6216.299805,6299.399902,6174.299805,6238.799805,603450000
09-05-2000,6123.799805,6243.100098,6112.899902,6216.299805,901816000
10-05-2000,6100.700195,6182.899902,6090.200195,6123.799805,1171742000
11-05-2000,6245.899902,6263.600098,6051.5,6100.600098,1084977000
12-05-2000,6283.5,6304.200195,6220.600098,6245.899902,870252000
15-05-2000,6247.700195,6290.5,6218.200195,6283.5,688447000
16-05-2000,6318.399902,6349.100098,6247.700195,6247.700195,982524000
17-05-2000,6196.200195,6321.600098,6189.200195,6318.399902,700311000
18-05-2000,6233,6256,6196.200195,6196.200195,711940000
19-05-2000,6045.399902,6237.600098,6039.100098,6232.899902,937082000
22-05-2000,6035.5,6130.100098,5991.899902,6045.399902,897441000
23-05-2000,6086.799805,6128.5,6026.100098,6035.5,819943000
24-05-2000,6118.600098,6127.100098,5997.600098,6086.799805,1074882000
25-05-2000,6231.100098,6234.600098,6118.600098,6118.600098,1032468000
26-05-2000,6216.899902,6252.200195,6153.200195,6231.100098,778243000
30-05-2000,6359.600098,6379.700195,6216.899902,6216.899902,979689000
31-05-2000,6359.399902,6419.899902,6325.5,6359.600098,1273734000
01-06-2000,6470.5,6476.899902,6344.399902,6359.299805,794675000
02-06-2000,6626.399902,6634.899902,6445.5,6470.5,1324934000
05-06-2000,6546.700195,6635.700195,6540.399902,6626.399902,778810000
06-06-2000,6546.799805,6619.600098,6490,6546.700195,1011856000
07-06-2000,6503.799805,6546.799805,6476.399902,6546.799805,786068000
08-06-2000,6496.600098,6592.700195,6469.799805,6503.799805,764418000
09-06-2000,6443.799805,6512.399902,6438.100098,6496.600098,661766000
12-06-2000,6430.899902,6479.799805,6430.899902,6443.799805,452014000
13-06-2000,6447.100098,6515.200195,6430.799805,6430.899902,769796000
14-06-2000,6536.299805,6551.700195,6447.100098,6447.100098,855813000
15-06-2000,6490.799805,6566.200195,6490.799805,6536.299805,931717000
16-06-2000,6526,6566.700195,6474.899902,6490.799805,810817000
19-06-2000,6490.200195,6515.700195,6467.5,6490.799805,558986000
20-06-2000,6526.899902,6536.5,6490.200195,6490.200195,615307000
21-06-2000,6477.799805,6532.5,6429,6526.899902,671106000
22-06-2000,6413.799805,6530.700195,6413.799805,6477.799805,871871000
23-06-2000,6391.5,6413.799805,6367.799805,6413.799805,818585000
26-06-2000,6405.200195,6447.700195,6369,6391.5,579590000
27-06-2000,6375.299805,6428.399902,6365.600098,6405.200195,792112000
28-06-2000,6313.5,6394.399902,6310.799805,6375.299805,811699000
29-06-2000,6239,6321,6221,6313.5,1070826000
30-06-2000,6312.700195,6323.200195,6239,6239,925225000
03-07-2000,6470.399902,6470.399902,6309.299805,6312.700195,742606000
04-07-2000,6417,6470.399902,6405.200195,6470.399902,661401000
05-07-2000,6382.5,6446,6345.5,6417,921487000
06-07-2000,6419.600098,6438.399902,6341.399902,6382.5,829021000
07-07-2000,6497.5,6502.600098,6390.200195,6419.600098,793281000
10-07-2000,6466.200195,6515.200195,6463.299805,6497.5,610792000
11-07-2000,6475.799805,6510.100098,6450.5,6466.200195,800588000
12-07-2000,6518.5,6545.100098,6466.799805,6475.799805,965464000
13-07-2000,6475.700195,6530.700195,6460.299805,6518.5,1048434000
14-07-2000,6475.399902,6503.200195,6452.200195,6475.700195,826063000
17-07-2000,6525.5,6525.700195,6473.700195,6475.399902,767081000
18-07-2000,6450.5,6531.399902,6444.600098,6525.5,776029000
19-07-2000,6465.5,6493.399902,6420.399902,6450.5,746628000
20-07-2000,6469,6491.100098,6440.700195,6465.399902,752146000
21-07-2000,6378.399902,6469,6365.5,6469,698153000
24-07-2000,6381.299805,6422.600098,6333,6378.399902,571732000
25-07-2000,6390.700195,6402.100098,6354.5,6381.299805,701497000
26-07-2000,6387.100098,6425.600098,6378.899902,6390.700195,773683000
27-07-2000,6352.100098,6456.299805,6352.100098,6387.100098,1037890000
28-07-2000,6335.700195,6390.299805,6332.600098,6352.100098,947097000
31-07-2000,6365.299805,6365.299805,6274.899902,6335.700195,717274000
01-08-2000,6379.399902,6403.100098,6331.5,6365.299805,653743000
02-08-2000,6391.299805,6424.700195,6378.399902,6379.100098,1028551000
03-08-2000,6317.100098,6399.899902,6296.399902,6391.299805,994239000
04-08-2000,6363.5,6415,6317.100098,6317.100098,726236000
07-08-2000,6387.799805,6400.600098,6355.100098,6363.5,654157000
08-08-2000,6358.100098,6420,6350.299805,6387.799805,806944000
09-08-2000,6414,6463.100098,6358.100098,6358.100098,815315000
10-08-2000,6387.299805,6414,6369.399902,6414,675430000
11-08-2000,6384.5,6394.600098,6348.399902,6387.299805,893911000
14-08-2000,6419.899902,6451.200195,6365.5,6384.5,626670000
15-08-2000,6475.5,6482.799805,6419.899902,6419.899902,826280000
16-08-2000,6532.100098,6553.5,6457,6475.5,929615000
17-08-2000,6518.200195,6537.399902,6482,6532,899928000
18-08-2000,6543.700195,6552,6510.799805,6518.200195,804673000
21-08-2000,6542.200195,6555.5,6491.399902,6543.700195,605220000
22-08-2000,6584.799805,6605.200195,6520.299805,6542.200195,1119516000
23-08-2000,6566.200195,6590.700195,6535.200195,6584.799805,982635000
24-08-2000,6557,6605.5,6546.700195,6566.200195,1066864000
25-08-2000,6563.700195,6619.100098,6538.299805,6557,864787000
29-08-2000,6586.299805,6601.100098,6560.200195,6563.700195,717816000
30-08-2000,6615.100098,6624.899902,6586.100098,6586.299805,932981000
31-08-2000,6672.700195,6675.700195,6585.200195,6615.100098,1410547000
01-09-2000,6795,6838.600098,6672.700195,6672.700195,1315938000
04-09-2000,6798.100098,6828.700195,6783,6795,787014000
05-09-2000,6752.5,6809.5,6737.600098,6798.100098,882282000
06-09-2000,6694.700195,6766,6688.399902,6752.5,876857000
07-09-2000,6689.200195,6709.100098,6668.5,6694.700195,997218000
08-09-2000,6600.700195,6704.200195,6561.100098,6689.200195,924099000
11-09-2000,6582,6604.100098,6392.100098,6600.700195,964384000
12-09-2000,6555.5,6582,6528.5,6582,869437000
13-09-2000,6478.200195,6559.799805,6454.100098,6555.5,1013759000
14-09-2000,6555.5,6580.600098,6460.700195,6478.200195,1073628000
15-09-2000,6417.299805,6559.200195,6417.299805,6555.5,1124449000
18-09-2000,6410.200195,6464.299805,6371.399902,6417.299805,788776000
19-09-2000,6403.5,6413.399902,6360.600098,6410.200195,935475000
20-09-2000,6279.899902,6425.399902,6259.700195,6403.5,948538000
21-09-2000,6199.200195,6281.100098,6150.5,6279.899902,1400661000
22-09-2000,6205.899902,6205.899902,6075.100098,6199.200195,1176641000
25-09-2000,6257.100098,6310,6205.899902,6205.899902,988136000
26-09-2000,6213.200195,6257.600098,6192.700195,6257.100098,853537000
27-09-2000,6269.299805,6312.5,6200.700195,6213.200195,1098135000
28-09-2000,6264.100098,6290.600098,6210.799805,6269.299805,995853000
29-09-2000,6294.200195,6325.700195,6240.299805,6264.100098,816115000
02-10-2000,6284.5,6358.200195,6284.5,6294.200195,857794000
03-10-2000,6345,6364.600098,6284.5,6284.5,858136000
04-10-2000,6334.899902,6354.200195,6283.799805,6345,936017000
05-10-2000,6382,6393.100098,6330.899902,6334.899902,907715000
06-10-2000,6391.200195,6412.5,6342.200195,6382,998179000
09-10-2000,6264.799805,6391.200195,6253.600098,6391.200195,673410000
10-10-2000,6247.700195,6299.700195,6240.399902,6264.799805,1187386000
11-10-2000,6117.600098,6247.700195,6098.100098,6247.700195,1182103000
12-10-2000,6131.899902,6211.799805,6068.299805,6117.600098,972282000
13-10-2000,6209.600098,6209.600098,6050.700195,6131.899902,1102152000
16-10-2000,6285.700195,6292,6209.600098,6209.600098,957111000
17-10-2000,6203.299805,6290,6196.100098,6285.700195,1033527000
18-10-2000,6148.200195,6203.200195,6017.200195,6203.200195,997211000
19-10-2000,6218.899902,6246.100098,6148.200195,6148.200195,922598000
20-10-2000,6276.299805,6294.5,6210.299805,6218.899902,1054243000
23-10-2000,6315.899902,6326.700195,6271.5,6276.299805,731498000
24-10-2000,6438.399902,6452.799805,6299.399902,6315.899902,1113057000
25-10-2000,6367.799805,6438.399902,6330,6438.399902,963996000
26-10-2000,6302.299805,6389,6282.700195,6367.799805,868544000
27-10-2000,6366.600098,6407.899902,6302.299805,6302.299805,796202000
30-10-2000,6388.399902,6394.899902,6307.899902,6366.5,614124000
31-10-2000,6438.399902,6475.799805,6388.399902,6388.399902,986645000
01-11-2000,6457.600098,6508.600098,6396.299805,6438.399902,1095676000
02-11-2000,6392,6485.700195,6382.700195,6457.600098,1245662000
03-11-2000,6385.399902,6431.700195,6382.100098,6392,1232361000
06-11-2000,6431,6431,6385.399902,6385.399902,1006440000
07-11-2000,6466.899902,6466.899902,6406.5,6431,978289000
08-11-2000,6477.399902,6514.700195,6454.899902,6466.899902,945278000
09-11-2000,6442.200195,6498.5,6412.399902,6477.399902,900750000
10-11-2000,6400.200195,6442.200195,6338.5,6442.200195,910633000
13-11-2000,6274.799805,6400.200195,6269.299805,6400.200195,689530000
14-11-2000,6412.899902,6421.700195,6274.799805,6274.799805,1149117000
15-11-2000,6432.299805,6459.299805,6371.700195,6412.899902,928302000
16-11-2000,6430.399902,6480,6414.899902,6432.299805,1005376000
17-11-2000,6440.100098,6483.299805,6403.399902,6430.399902,738209000
20-11-2000,6345,6452.799805,6335.100098,6440.100098,852977000
21-11-2000,6382.200195,6393.700195,6333.299805,6345,818389000
22-11-2000,6221.399902,6377.700195,6216.100098,6377.700195,1159582000
23-11-2000,6287.299805,6287.299805,6217.5,6221.399902,710169000
24-11-2000,6327.600098,6359.299805,6237.200195,6287.299805,868355000
27-11-2000,6374.700195,6397.5,6323.299805,6327.600098,607018000
28-11-2000,6249.799805,6374.700195,6241.5,6374.700195,835284000
29-11-2000,6164.899902,6249.799805,6154.700195,6249.799805,964798000
30-11-2000,6142.200195,6164.899902,6070,6164.899902,968847000
01-12-2000,6170.399902,6189.899902,6130.5,6142.200195,1068234000
04-12-2000,6158.700195,6170.799805,6113.899902,6170.399902,660403000
05-12-2000,6299,6318.100098,6158.700195,6158.700195,998308000
06-12-2000,6273.299805,6365.600098,6258.799805,6299,1338563000
07-12-2000,6231.399902,6273.299805,6147.600098,6273.299805,986830000
08-12-2000,6288.299805,6343.100098,6222.299805,6231.399902,1062085000
11-12-2000,6370.399902,6370.600098,6288.299805,6288.299805,1032602000
12-12-2000,6390.399902,6393.600098,6333.200195,6370.299805,933824000
13-12-2000,6403,6421.5,6366.600098,6390.399902,1024556000
14-12-2000,6263.799805,6403,6235.700195,6403,1173849000
15-12-2000,6175.799805,6269.700195,6175,6263.799805,1201185000
18-12-2000,6246.5,6260.399902,6175.600098,6175.799805,652869000
19-12-2000,6295,6307.299805,6198.600098,6246.5,818249000
20-12-2000,6176.700195,6295,6138.399902,6295,892233000
21-12-2000,6115.5,6179.299805,6083.700195,6176.700195,996754000
22-12-2000,6097.5,6159.200195,6097.5,6115.5,293611000
27-12-2000,6218.200195,6218.200195,6097.5,6097.5,357446000
28-12-2000,6223.200195,6226.399902,6173.700195,6218.200195,315669000
29-12-2000,6222.5,6255.899902,6170.5,6223.200195,377041000
02-01-2001,6174.700195,6276.200195,6169.799805,6222.5,709054000
03-01-2001,6039.899902,6174.700195,6029.299805,6174.700195,1147114000
04-01-2001,6185.600098,6195.299805,6039.899902,6039.899902,1640397000
05-01-2001,6198.100098,6239.600098,6155,6185.600098,1293875000
08-01-2001,6149.600098,6212.399902,6137.700195,6198.100098,1449404000
09-01-2001,6088.100098,6195.899902,6066.399902,6149.600098,1321566000
10-01-2001,6059.899902,6119.899902,6040.399902,6088.100098,1621626000
11-01-2001,6114.899902,6114.899902,6052.100098,6059.899902,1505214000
12-01-2001,6165.5,6178.5,6109.799805,6114.899902,1501605000
15-01-2001,6170.299805,6193.399902,6148.799805,6165.5,736727000
16-01-2001,6083.299805,6173.799805,6076.700195,6170.299805,1239263000
17-01-2001,6197.399902,6205.5,6083.299805,6083.299805,1488431000
18-01-2001,6209.899902,6220.600098,6174.799805,6197.399902,1167056000
19-01-2001,6209.299805,6276.399902,6186.399902,6209.899902,1598592000
22-01-2001,6232,6252.299805,6162.899902,6209.299805,1183097000
23-01-2001,6214.700195,6232.299805,6187.899902,6232,853052000
24-01-2001,6264.399902,6309.200195,6214.700195,6214.700195,1183691000
25-01-2001,6255.600098,6296.899902,6229.299805,6264.399902,1302157000
26-01-2001,6294.299805,6295,6223.799805,6255.600098,1240417000
29-01-2001,6317,6335.100098,6269.399902,6294.299805,934173000
30-01-2001,6334.5,6337.399902,6300.200195,6317,1124787000
31-01-2001,6297.5,6360.299805,6264.899902,6334.5,1631544000
01-02-2001,6251.799805,6309.899902,6233.399902,6297.5,1227940000
02-02-2001,6256.399902,6290.600098,6251.799805,6251.799805,1065183000
05-02-2001,6269.200195,6281.299805,6237.100098,6256.399902,959106000
06-02-2001,6293.399902,6306.700195,6262.600098,6269.200195,1315786000
07-02-2001,6225.700195,6293.399902,6197.299805,6293.399902,1856200000
08-02-2001,6206.100098,6265.5,6202.899902,6225.600098,1084611000
09-02-2001,6164.299805,6213.600098,6153.100098,6206.100098,1567588000
12-02-2001,6241.399902,6241.399902,6155.5,6164.299805,986581000
13-02-2001,6228.5,6263.299805,6209,6241.399902,1172373000
14-02-2001,6176.200195,6228.5,6131.600098,6228.5,1588897000
15-02-2001,6197.899902,6212.700195,6155.5,6176.200195,1153271000
16-02-2001,6088.299805,6197.899902,6082.799805,6197.899902,1125269000
19-02-2001,6094,6102.200195,6065.200195,6088.299805,875082000
20-02-2001,5980.100098,6134,5974.799805,6094,1048942000
21-02-2001,5972.399902,5998.899902,5921.700195,5980.100098,1311299000
22-02-2001,6003.100098,6011.299805,5937.100098,5972.399902,1270788000
23-02-2001,5943.700195,6023.399902,5904.700195,6003.100098,1073539000
26-02-2001,5916.799805,6003.5,5913.799805,5943.700195,985885000
27-02-2001,5941.200195,5975.299805,5906.899902,5916.700195,1106443000
28-02-2001,5917.899902,5997,5901.700195,5941.200195,1202259000
01-03-2001,5908.600098,5949.200195,5868.100098,5917.899902,1356359000
02-03-2001,5858.600098,5924.100098,5829.5,5908.600098,1269277000
05-03-2001,5931.299805,5931.299805,5856.899902,5858.600098,948674000
06-03-2001,6012,6027.600098,5928,5931.299805,1448596000
07-03-2001,6001.799805,6035.299805,5969.600098,6012,1301027000
08-03-2001,6003.200195,6050.399902,5982,6001.799805,1306219000
09-03-2001,5917.299805,6003.200195,5908.899902,6003.200195,854593000
12-03-2001,5826.5,5917.299805,5786.299805,5917.299805,954407000
13-03-2001,5720.700195,5826.5,5720.700195,5826.5,1264301000
14-03-2001,5626,5742.100098,5471.100098,5720.700195,1689747000
15-03-2001,5729.200195,5729.200195,5594.799805,5625.899902,1396920000
16-03-2001,5562.799805,5729.200195,5556.200195,5729.200195,1357290000
19-03-2001,5551.600098,5609.200195,5536.399902,5562.799805,1047462000
20-03-2001,5646.799805,5646.799805,5551.600098,5551.600098,1205264000
21-03-2001,5540.700195,5646.799805,5496,5646.799805,1329908000
22-03-2001,5314.799805,5540.700195,5279.600098,5540.700195,1669369000
23-03-2001,5402.299805,5438,5314.799805,5314.799805,1279995000
26-03-2001,5576.600098,5580.700195,5402.299805,5402.299805,1114984000
27-03-2001,5728.100098,5728.100098,5546.100098,5576.600098,1251084000
28-03-2001,5614,5728.200195,5592.200195,5728.100098,1148622000
29-03-2001,5588.399902,5614,5519.899902,5614,1370187000
30-03-2001,5633.700195,5664.799805,5574.100098,5588.399902,1167826000
02-04-2001,5618.5,5653.799805,5558.799805,5633.700195,931435000
03-04-2001,5463.100098,5618.5,5459.600098,5618.5,1230633000
04-04-2001,5535.700195,5537.299805,5354.299805,5463.100098,1444764000
05-04-2001,5621.799805,5658.899902,5528.700195,5535.700195,1326086000
06-04-2001,5601.5,5685.600098,5543.100098,5621.799805,1039958000
09-04-2001,5663.299805,5679.700195,5570.100098,5601.5,1008424000
10-04-2001,5803,5808.299805,5663,5663.299805,1475426000
11-04-2001,5788.100098,5841.299805,5766.799805,5803,1508439000
12-04-2001,5766.600098,5796,5735.200195,5788.100098,859679000
17-04-2001,5761.100098,5774.5,5654.899902,5766.600098,1044552000
18-04-2001,5890.200195,5902.600098,5760.700195,5761.100098,1421486000
19-04-2001,5871.600098,5943.399902,5844.700195,5890.200195,1832588000
20-04-2001,5879.799805,5897.700195,5819.700195,5871.600098,1199470000
23-04-2001,5871.299805,5889.100098,5834.5,5879.799805,1044823000
24-04-2001,5840.299805,5910.600098,5824.299805,5871.299805,1147118000
25-04-2001,5827.5,5840.299805,5788.200195,5840.299805,1211397000
26-04-2001,5868.299805,5868.299805,5777.600098,5827.5,1207724000
27-04-2001,5951.399902,5976.899902,5837.600098,5868.299805,1156833000
30-04-2001,5967,5995.399902,5948,5951.399902,915480000
01-05-2001,5928,5966.899902,5917,5966.899902,820044000
02-05-2001,5904.200195,5963.799805,5896.399902,5928,1807251000
03-05-2001,5765.799805,5904.200195,5755.700195,5904.200195,1833419000
04-05-2001,5870.299805,5871.700195,5753.899902,5765.799805,1302944000
08-05-2001,5886.399902,5893.700195,5842.600098,5870.299805,1242573000
09-05-2001,5893.700195,5905.299805,5826.799805,5886.399902,1122031000
10-05-2001,5964,5987.5,5874.5,5893.700195,1458985000
11-05-2001,5896.799805,5977.5,5890.399902,5964,1202303000
14-05-2001,5690.5,5896.799805,5690.5,5896.799805,970099000
15-05-2001,5842.899902,5858.200195,5690.5,5690.5,1101073000
16-05-2001,5884,5884.700195,5767.700195,5842.899902,1299735000
17-05-2001,5904.600098,5968.399902,5884,5884,1503363000
18-05-2001,5915,5942.200195,5888.899902,5904.5,1052413000
21-05-2001,5941.600098,5978.299805,5897.799805,5915,912076000
22-05-2001,5976.600098,5993.700195,5936.799805,5941.600098,1524011000
23-05-2001,5897.5,5976.600098,5897.399902,5976.600098,1066536000
24-05-2001,5915.899902,5950,5889.299805,5897.399902,886102000
25-05-2001,5889.799805,5929.799805,5859.799805,5915.899902,901015000
29-05-2001,5863.899902,5906.600098,5840.799805,5889.799805,1013593000
30-05-2001,5796.899902,5863.899902,5788.899902,5863.899902,1362278000
31-05-2001,5796.200195,5829.799805,5733.799805,5796.899902,1368030000
01-06-2001,5809.600098,5833.399902,5766.600098,5796.100098,1185659000
04-06-2001,5856.5,5861.799805,5809.100098,5809.600098,1083733000
05-06-2001,5922.600098,5923.899902,5842.200195,5856.5,1268595000
06-06-2001,5901.5,5959.700195,5891.899902,5922.5,1404442000
07-06-2001,5948.299805,5948.299805,5887.399902,5901.5,1063132000
08-06-2001,5950.600098,5981.799805,5934.799805,5948.299805,1284527000
11-06-2001,5860.5,5950.600098,5858.299805,5950.600098,1048606000
12-06-2001,5804,5879.5,5783.399902,5860.5,1462589000
13-06-2001,5820.200195,5862.100098,5804,5804,1092746000
14-06-2001,5752.600098,5820.200195,5734.600098,5820.200195,1199613000
15-06-2001,5723,5756.200195,5657.700195,5752.5,1474240000
18-06-2001,5671.600098,5723,5671.600098,5723,1069945000
19-06-2001,5680.399902,5743.600098,5667.200195,5671.600098,1125389000
20-06-2001,5699.600098,5711.899902,5622.5,5680.399902,1449088000
21-06-2001,5641.399902,5710.899902,5641.399902,5699.600098,1132273000
22-06-2001,5665.700195,5695.100098,5632.399902,5641.399902,1273118000
25-06-2001,5661.899902,5704.5,5638.399902,5665.700195,1004434000
26-06-2001,5555.700195,5666.299805,5537.299805,5661.899902,1293699000
27-06-2001,5607.899902,5608.299805,5555.700195,5555.700195,1225190000
28-06-2001,5638.399902,5645,5519.600098,5607.899902,1757764000
29-06-2001,5642.5,5656.399902,5604.799805,5638.399902,1530012000
02-07-2001,5716.700195,5723.399902,5614.600098,5642.5,1198422000
03-07-2001,5639.899902,5726.100098,5630.299805,5716.700195,1280903000
04-07-2001,5600.5,5644,5587.799805,5639.899902,863714000
05-07-2001,5549.600098,5601.299805,5509.700195,5600.5,1786448000
06-07-2001,5479.200195,5549.600098,5443.899902,5549.600098,1418545000
09-07-2001,5468.899902,5487.899902,5420.5,5479.200195,1231941000
10-07-2001,5467.899902,5509.399902,5461.200195,5468.899902,1171634000
11-07-2001,5391.899902,5468.5,5380.399902,5467.899902,1385919000
12-07-2001,5481.600098,5497.600098,5391.899902,5391.899902,1444934000
13-07-2001,5537,5544.100098,5439.600098,5481.600098,1054388000
16-07-2001,5517.100098,5537,5503.600098,5537,719890000
17-07-2001,5427.799805,5517.100098,5408.399902,5517.100098,1231432000
18-07-2001,5404.600098,5431.899902,5379,5427.799805,1346006000
19-07-2001,5437.399902,5437.399902,5322.200195,5404.600098,1371401000
20-07-2001,5387.100098,5437.399902,5350.399902,5437.399902,1087292000
23-07-2001,5405.299805,5446.799805,5365.799805,5387.100098,1097461000
24-07-2001,5320.200195,5412.799805,5313,5405.299805,1410634000
25-07-2001,5275.700195,5350.100098,5260.5,5320.200195,1445452000
26-07-2001,5286.100098,5322.700195,5269.5,5275.700195,1359113000
27-07-2001,5403.100098,5403.100098,5286.100098,5286.100098,1185116000
30-07-2001,5446.700195,5456.899902,5376.100098,5403.100098,895832000
31-07-2001,5529.100098,5531.799805,5408.799805,5446.700195,1231672000
01-08-2001,5546.899902,5549,5499.5,5529.100098,1041087000
02-08-2001,5584.5,5644.200195,5533.799805,5546.899902,1658767000
03-08-2001,5547.600098,5590.200195,5511.100098,5584.5,1103563000
06-08-2001,5526.399902,5561.200195,5516,5547.600098,769706000
07-08-2001,5536.799805,5546.600098,5448.200195,5526.399902,1097056000
08-08-2001,5476.5,5536.799805,5434.299805,5536.799805,1140378000
09-08-2001,5402.899902,5476.5,5376.700195,5476.5,1228885000
10-08-2001,5427.200195,5469,5398.5,5402.899902,991974000
13-08-2001,5431.100098,5465,5410.899902,5427.200195,830399000
14-08-2001,5507.799805,5525.600098,5430.600098,5431.100098,1161978000
15-08-2001,5461.600098,5533.200195,5456.600098,5507.799805,883580000
