Date,Open,High,Low,Close,Volume,Inflation,Interest_Rate,GDP
01-02-2003,3567.40,3747.00,3535.10,3655.60,33096864000,76.10,3.72,514031.00
01-03-2003,3655.60,3881.70,3277.50,3613.30,37217666000,76.40,3.92,514031.00
01-04-2003,3613.30,3997.30,3612.30,3926.00,29310772000,76.80,3.62,518802.00
01-05-2003,3926.00,4096.00,3875.30,4048.10,31531355000,76.80,3.69,518802.00
01-06-2003,4048.10,4218.80,4021.60,4031.20,34210105000,76.70,3.65,518802.00
01-07-2003,4031.20,4183.00,3951.50,4157.00,36504021900,76.60,3.29,524213.00
01-08-2003,4157.00,4286.90,4044.90,4161.10,29665062700,76.80,3.51,524213.00
01-09-2003,4161.10,4329.60,4081.80,4091.30,40698786200,77.00,3.52,524213.00
01-10-2003,4091.30,4393.80,4091.30,4287.60,40567964300,77.10,3.36,528320.00
01-11-2003,4287.60,4423.60,4270.50,4342.60,34775662100,77.10,3.55,528320.00
01-12-2003,4342.60,4491.80,4312.50,4476.90,29985787000,77.30,3.78,528320.00
01-01-2004,4476.90,4531.40,4390.70,4390.70,39868724200,77.00,3.72,529996.00
01-02-2004,4390.70,4556.90,4357.40,4492.20,40249839400,77.20,4.09,529996.00
01-03-2004,4492.20,4566.20,4291.30,4385.70,42624016800,77.30,3.90,529996.00
01-04-2004,4385.70,4601.60,4385.10,4489.70,32764019800,77.60,3.89,532543.00
01-05-2004,4489.70,4573.70,4363.00,4430.70,32739429300,77.90,4.20,532543.00
01-06-2004,4430.70,4535.10,4400.70,4464.10,33637349800,77.90,4.36,532543.00
01-07-2004,4464.10,4487.90,4283.20,4413.10,34559558300,77.70,4.46,534447.00
01-08-2004,4413.10,4490.10,4283.00,4459.30,28677387400,77.90,4.63,534447.00
01-09-2004,4459.30,4630.70,4459.30,4570.80,35555566800,77.90,4.73,534447.00
01-10-2004,4570.80,4732.90,4551.60,4624.20,32878422300,78.10,4.73,536886.00
01-11-2004,4624.20,4823.80,4624.20,4703.20,33887966500,78.30,4.74,536886.00
01-12-2004,4703.20,4826.20,4675.00,4814.30,28451048500,78.60,4.76,536886.00
01-01-2005,4814.30,4879.50,4765.40,4852.30,31489218700,78.30,4.76,541028.00
01-02-2005,4852.30,5077.80,4852.30,4968.50,33004713300,78.50,4.82,541028.00
01-03-2005,4968.50,5042.00,4886.50,4894.40,34739240300,78.80,4.76,541028.00
01-04-2005,4894.40,4994.10,4773.70,4801.70,32554037300,79.10,4.81,545530.00
01-05-2005,4801.70,5004.30,4801.70,4964.00,30835431600,79.40,4.71,545530.00
01-06-2005,4964.00,5138.20,4964.00,5113.20,33009384900,79.40,4.79,545530.00
01-07-2005,5113.20,5308.60,5022.10,5282.30,35914811800,79.50,4.75,550552.00
01-08-2005,5282.30,5386.40,5228.10,5296.90,28548031300,79.70,4.58,550552.00
01-09-2005,5296.90,5508.40,5296.90,5477.70,32549434600,79.90,4.55,550552.00
01-10-2005,5477.70,5515.00,5130.90,5317.30,34392061700,80.00,4.42,556311.00
01-11-2005,5317.30,5554.90,5304.90,5423.20,39097398000,80.00,4.55,556311.00
01-12-2005,5423.20,5647.20,5423.20,5618.80,28936712900,80.30,4.64,556311.00
01-01-2006,5618.80,5796.10,5618.80,5760.30,39158472700,80.00,4.48,558314.00
01-02-2006,5760.30,5893.30,5681.90,5791.50,37360442700,80.20,4.43,558314.00
01-03-2006,5791.50,6047.00,5783.90,5964.60,44156359200,80.40,4.54,558314.00
01-04-2006,5964.60,6137.10,5964.60,6023.10,30775738400,80.90,4.49,559795.00
01-05-2006,6023.10,6133.50,5510.50,5723.80,40051489900,81.30,4.51,559795.00
01-06-2006,5723.80,5865.70,5467.40,5833.40,36016491800,81.50,4.57,559795.00
01-07-2006,5833.40,5982.50,5654.60,5928.30,28208524900,81.50,4.55,560675.00
01-08-2006,5928.30,5949.80,5752.60,5906.10,29781300900,81.80,4.80,560675.00
01-09-2006,5906.10,6002.90,5774.50,5960.80,31844288700,81.90,4.79,560675.00
01-10-2006,5960.80,6244.60,5897.30,6129.20,34756904900,82.00,4.83,562669.00
01-11-2006,6129.20,6256.80,6011.80,6048.90,35409313400,82.20,5.00,562669.00
01-12-2006,6048.80,6271.40,5985.20,6220.80,25404344600,82.60,5.08,562669.00
01-01-2007,6220.80,6335.10,6130.20,6203.10,36903883400,82.10,5.22,568845.00
01-02-2007,6203.10,6451.40,6166.20,6171.50,33113526800,82.40,5.32,568845.00
01-03-2007,6171.50,6355.30,5989.60,6308.00,40662590600,82.80,5.30,568845.00
01-04-2007,6308.00,6516.20,6293.90,6449.20,31552436100,83.10,5.29,574194.00
01-05-2007,6449.20,6675.00,6395.50,6621.50,40045493000,83.30,5.48,574194.00
01-06-2007,6621.40,6751.30,6451.40,6607.90,39617755800,83.50,5.61,574194.00
01-07-2007,6607.90,6754.10,6186.20,6360.10,38493758200,83.10,5.84,579605.00
01-08-2007,6360.10,6406.30,5821.70,6303.30,38476548200,83.40,5.91,579605.00
01-09-2007,6303.30,6512.40,6123.10,6466.80,35732252900,83.50,5.82,579605.00
01-10-2007,6466.80,6751.70,6413.40,6721.60,41475583200,83.80,5.78,584504.00
01-11-2007,6721.60,6723.70,6026.90,6432.50,32517377600,84.10,5.79,584504.00
01-12-2007,6432.50,6610.90,6251.80,6456.90,19604099800,84.50,5.60,584504.00
01-01-2008,6456.90,6534.70,5338.70,5879.80,34401653400,84.10,5.50,586690.00
01-02-2008,5879.80,6104.50,5681.50,5884.30,28408840600,84.60,5.33,586690.00
01-03-2008,5884.30,5884.30,5414.40,5702.10,30218452400,84.90,5.31,586690.00
01-04-2008,5702.10,6134.50,5670.40,6087.30,25274143900,85.60,5.08,583541.00
01-05-2008,6087.30,6377.00,6041.10,6053.50,23305545700,86.10,5.03,583541.00
01-06-2008,6053.50,6074.50,5470.90,5625.90,30958200100,86.60,5.03,583541.00
01-07-2008,5625.90,5625.90,5071.10,5411.90,38130751300,86.60,5.01,573961.00
01-08-2008,5411.90,5649.10,5299.70,5636.60,23496934500,87.10,5.00,573961.00
01-09-2008,5636.60,5646.50,4671.00,4902.50,34049796200,87.50,4.89,573961.00
01-10-2008,4902.50,5052.00,3665.20,4377.30,39422701800,87.30,4.41,561816.00
01-11-2008,4377.30,4639.50,3734.10,4288.00,26771142200,87.30,2.78,561816.00
01-12-2008,4288.00,4456.20,3973.30,4434.20,20068050300,87.10,1.65,561816.00
01-01-2009,4434.20,4675.70,3956.70,4149.60,27430125500,86.60,1.33,550451.00
01-02-2009,4149.60,4334.00,3760.70,3830.10,24620222700,87.20,0.90,550451.00
01-03-2009,3830.10,3992.40,3460.70,3926.10,32520602600,87.30,0.52,550451.00
01-04-2009,3926.10,4293.60,3838.20,4243.70,25137931400,87.50,0.41,548859.00
01-05-2009,4243.70,4520.80,4210.80,4417.90,22926029100,87.90,0.41,548859.00
01-06-2009,4417.90,4517.60,4213.40,4249.20,25379501300,88.10,0.42,548859.00
01-07-2009,4249.20,4646.90,4096.10,4608.40,22705926400,88.00,0.42,549540.00
01-08-2009,4608.40,4944.20,4595.60,4908.90,20616527400,88.30,0.42,549540.00
01-09-2009,4908.90,5190.00,4776.50,5133.90,22518435400,88.30,0.43,549540.00
01-10-2009,5133.90,5299.60,4955.00,5044.60,24449723700,88.40,0.45,551372.00
01-11-2009,5044.60,5397.00,4985.10,5190.70,21821867000,88.60,0.45,551372.00
01-12-2009,5190.70,5445.20,5175.70,5412.90,20435954700,88.90,0.45,551372.00
01-01-2010,5412.90,5600.50,5145.70,5188.50,22411336500,88.80,0.45,556002.00
01-02-2010,5188.50,5395.50,5033.00,5354.50,25453436500,89.00,0.47,556002.00
01-03-2010,5354.50,5742.80,5354.50,5679.60,25031230400,89.40,0.47,556002.00
01-04-2010,5679.60,5833.70,5533.60,5553.30,21096454200,89.90,0.47,562353.00
01-05-2010,5553.30,5566.00,4898.50,5188.40,30624328300,90.10,0.48,562353.00
01-06-2010,5188.40,5331.50,4898.50,4916.90,24401952000,90.20,0.49,562353.00
01-07-2010,4916.90,5411.50,4790.00,5258.00,20927401400,90.00,0.49,565659.00
01-08-2010,5258.00,5418.60,5070.90,5225.20,18212358900,90.40,0.49,565659.00
01-09-2010,5225.20,5650.30,5225.20,5548.60,17869511900,90.40,0.50,565659.00
01-10-2010,5548.60,5794.30,5547.60,5675.20,16935426300,90.60,0.51,565945.00
01-11-2010,5675.20,5902.10,5519.20,5528.30,19371404300,90.90,0.51,565945.00
01-12-2010,5528.30,6021.50,5528.30,5899.90,13805135600,91.70,0.52,565945.00
01-01-2011,5899.90,6090.50,5815.40,5862.90,17841124600,91.80,0.51,566873.00
01-02-2011,5862.90,6105.80,5861.00,5994.00,16977620800,92.30,0.51,566873.00
01-03-2011,5994.00,6052.10,5591.60,5908.80,19735351900,92.60,0.52,566873.00
01-04-2011,5908.80,6091.80,5858.30,6069.90,12949138100,93.30,0.52,566601.00
01-05-2011,6069.90,6103.70,5810.50,5990.00,17884230800,93.50,0.52,566601.00
01-06-2011,5990.00,5995.20,5644.40,5945.70,19032766200,93.50,0.53,566601.00
01-07-2011,5945.70,6084.10,5752.80,5815.20,17010630200,93.50,0.52,567586.00
01-08-2011,5815.20,5913.50,4791.00,5394.50,25910288200,93.90,0.54,567586.00
01-09-2011,5394.50,5449.70,4928.10,5128.50,20702669900,94.50,0.55,567586.00
01-10-2011,5128.50,5747.30,4868.60,5544.20,17954993900,94.50,0.54,568056.00
01-11-2011,5544.20,5616.00,5075.20,5505.40,21152667800,94.70,0.53,568056.00
01-12-2011,5505.40,5631.90,5328.70,5572.30,14853676300,95.00,0.52,568056.00
01-01-2012,5572.30,5806.20,5572.30,5681.60,19750352900,94.70,0.52,573416.00
01-02-2012,5681.60,5964.00,5680.70,5871.50,19080523000,95.20,0.50,573416.00
01-03-2012,5871.50,5989.10,5726.50,5768.50,21190270200,95.40,0.49,573416.00
01-04-2012,5768.50,5890.20,5576.40,5737.80,17509200800,95.90,0.49,573112.00
01-05-2012,5737.80,5819.90,5253.90,5320.90,19311226100,95.90,0.48,573112.00
01-06-2012,5320.90,5623.90,5229.80,5571.20,18244741900,95.60,0.49,573112.00
01-07-2012,5571.20,5727.50,5478.00,5635.30,14704975600,95.70,0.46,579051.00
01-08-2012,5635.30,5876.20,5633.00,5711.50,13447450000,96.10,0.45,579051.00
01-09-2012,5711.50,5932.60,5634.90,5742.10,16517517300,96.40,0.43,579051.00
01-10-2012,5742.10,5928.30,5738.60,5782.70,16344114000,96.80,0.43,578215.00
01-11-2012,5782.70,5921.80,5605.60,5866.80,16159586000,97.00,0.43,578215.00
01-12-2012,5866.80,5997.00,5852.90,5897.80,10068193300,97.30,0.43,578215.00
01-01-2013,5897.80,6354.50,5897.80,6276.90,14215886300,97.00,0.41,579749.00
01-02-2013,6276.90,6412.40,6216.70,6360.80,14127015100,97.50,0.43,579749.00
01-03-2013,6360.80,6534.00,6308.60,6411.70,15791228900,97.80,0.44,579749.00
01-04-2013,6411.70,6501.80,6214.40,6430.10,14318860800,98.00,0.44,583605.00
01-05-2013,6430.10,6875.60,6409.80,6583.10,15759714300,98.20,0.43,583605.00
01-06-2013,6583.10,6583.10,6023.40,6215.50,15906792500,98.00,0.43,583605.00
01-07-2013,6215.50,6662.20,6185.20,6621.10,14667037000,98.00,0.43,588076.00
01-08-2013,6621.10,6696.60,6386.70,6412.90,13676112800,98.40,0.43,588076.00
01-09-2013,6412.90,6659.10,6412.90,6462.20,15309122900,98.70,0.43,588076.00
01-10-2013,6462.20,6819.90,6316.90,6731.40,14042142400,98.80,0.43,591954.00
01-11-2013,6731.40,6780.10,6614.00,6650.60,12583322200,98.80,0.43,591954.00
01-12-2013,6650.60,6768.40,6422.20,6749.10,10796315200,99.20,0.42,591954.00
01-01-2014,6749.10,6867.40,6421.30,6510.40,15183203400,98.70,0.43,596696.00
01-02-2014,6510.40,6866.40,6416.70,6809.70,17298837700,99.10,0.42,596696.00
01-03-2014,6809.70,6827.20,6492.60,6598.40,18328722100,99.30,0.42,596696.00
01-04-2014,6598.40,6794.90,6507.10,6780.00,15498792200,99.60,0.42,602310.00
01-05-2014,6780.00,6894.90,6766.80,6844.50,13894805500,99.60,0.42,602310.00
01-06-2014,6844.50,6879.00,6701.60,6743.90,12758465400,99.80,0.43,602310.00
01-07-2014,6743.90,6875.30,6643.60,6730.10,13168689700,99.60,0.43,607213.00
01-08-2014,6730.10,6831.20,6528.70,6819.80,10850819300,99.90,0.42,607213.00
01-09-2014,6819.80,6904.90,6601.60,6622.70,15417322100,100.00,0.43,607213.00
01-10-2014,6622.70,6622.80,6072.70,6546.50,20158414000,100.10,0.43,611220.00
01-11-2014,6546.50,6773.10,6444.90,6722.60,14266358300,99.90,0.43,611220.00
01-12-2014,6722.60,6753.20,6144.70,6566.10,13989469200,99.90,0.43,611220.00
01-01-2015,6566.10,6865.00,6298.20,6749.40,15644596100,99.20,0.44,613076.00
01-02-2015,6749.40,6967.20,6732.00,6946.70,14358563900,99.50,0.45,613076.00
01-03-2015,6946.70,7065.10,6693.80,6773.00,17391381400,99.60,0.46,613076.00
01-04-2015,6773.00,7122.70,6765.40,6960.60,14644991100,99.90,0.46,615875.00
01-05-2015,6960.60,7083.70,6810.10,6984.40,15318287400,100.10,0.46,615875.00
01-06-2015,6984.40,7037.60,6521.00,6521.00,16012377600,100.10,0.46,615875.00
01-07-2015,6521.00,6813.40,6430.40,6696.30,15435132500,100.00,0.45,618263.00
01-08-2015,6696.30,6764.80,5768.20,6247.90,17165806900,100.30,0.46,618263.00
01-09-2015,6247.90,6284.20,5877.10,6061.60,17973431900,100.20,0.45,618263.00
01-10-2015,6061.60,6487.90,6051.60,6361.10,15357871100,100.30,0.46,621968.00
01-11-2015,6361.10,6459.50,6079.80,6356.10,14168990400,100.30,0.46,621968.00
01-12-2015,6356.10,6447.30,5871.90,6242.30,13433251400,100.40,0.46,621968.00
01-01-2016,6242.30,6242.30,5639.90,6083.80,17403133600,99.90,0.47,625099.00
01-02-2016,6083.80,6115.40,5499.50,6097.10,19208966500,100.10,0.47,625099.00
01-03-2016,6097.10,6237.00,6036.70,6174.90,16590666300,100.40,0.46,625099.00
01-04-2016,6174.90,6427.30,6061.90,6241.90,15817457800,100.60,0.47,629697.00
01-05-2016,6241.90,6290.10,6050.20,6230.80,15018082100,100.80,0.46,629697.00
01-06-2016,6230.80,6504.30,5788.70,6504.30,24836871900,101.00,0.46,629697.00
01-07-2016,6504.30,6780.10,6432.50,6724.40,19192240800,100.90,0.46,632477.00
01-08-2016,6724.40,6955.30,6615.80,6781.50,15725368400,101.20,0.25,632477.00
01-09-2016,6781.50,6941.10,6654.50,6899.30,18132999100,101.50,0.21,632477.00
01-10-2016,6899.30,7129.80,6898.10,6954.20,18708869600,101.60,0.21,636392.00
01-11-2016,6954.20,6997.30,6676.60,6783.80,20197573900,101.80,0.21,636392.00
01-12-2016,6783.80,7142.80,6678.70,7142.80,14991595900,102.20,0.21,636392.00
01-01-2017,7142.80,7354.10,7099.20,7099.20,17444698300,101.80,0.21,642463.00
01-02-2017,7099.20,7329.60,7093.60,7263.40,16446446100,102.40,0.21,642463.00
01-03-2017,7263.40,7447.00,7255.80,7322.90,20039972500,102.70,0.21,642463.00
01-04-2017,7322.90,7406.40,7096.80,7203.90,15771258600,103.20,0.21,647944.00
01-05-2017,7203.90,7586.50,7203.90,7520.00,18338797800,103.50,0.21,647944.00
01-06-2017,7520.00,7599.00,7302.70,7312.70,19146718200,103.50,0.21,647944.00
01-07-2017,7312.70,7515.10,7303.50,7372.00,16029984200,103.50,0.21,652329.00
01-08-2017,7372.00,7551.90,7289.20,7430.60,14502712300,104.00,0.21,652329.00
01-09-2017,7430.60,7460.50,7196.60,7372.80,15456243700,104.30,0.21,652329.00
01-10-2017,7372.80,7565.10,7372.70,7493.10,17215435300,104.40,0.21,657225.00
01-11-2017,7493.10,7582.90,7326.70,7326.70,18219002800,104.70,0.45,657225.00
01-12-2017,7326.70,7697.60,7288.70,7687.80,13803243500,105.00,0.46,657225.00
01-01-2018,7687.80,7792.60,7521.80,7533.60,16511936800,104.50,0.46,657741.00
01-02-2018,7533.60,7554.70,7073.00,7231.90,16611916700,104.90,0.46,657741.00
01-03-2018,7231.90,7254.90,6866.90,7056.60,17113890000,105.10,0.46,657741.00
01-04-2018,7056.60,7546.20,6971.80,7509.30,15620275100,105.50,0.46,659172.00
01-05-2018,7509.30,7903.50,7492.40,7678.20,18687364400,105.90,0.45,659172.00
01-06-2018,7678.20,7793.50,7508.30,7636.90,19442604000,105.90,0.45,659172.00
01-07-2018,7636.90,7782.90,7540.70,7748.80,15591645900,105.90,0.45,661262.00
01-08-2018,7748.80,7790.20,7428.70,7432.40,15162821300,106.50,0.69,661262.00
01-09-2018,7432.40,7552.00,7220.50,7510.20,14865089900,106.60,0.70,661262.00
01-10-2018,7510.20,7526.20,6851.60,7128.10,18596140600,106.70,0.70,662120.00
01-11-2018,7128.10,7196.40,6904.20,6980.20,18276805900,106.90,0.70,662120.00
01-12-2018,6980.20,7145.50,6536.50,6728.10,14897127200,107.10,0.70,662120.00
01-01-2019,6728.10,7001.90,6599.50,6968.90,14980085300,106.40,0.71,665456.00
01-02-2019,6968.90,7261.60,6968.90,7074.70,13263289400,106.80,0.71,665456.00
01-03-2019,7074.70,7370.60,7074.70,7279.20,15186032200,107.00,0.71,665456.00
01-04-2019,7279.20,7528.90,7279.20,7418.20,13287624400,107.60,0.71,666875.00
01-05-2019,7418.20,7446.50,7130.90,7161.70,15295061400,107.90,0.71,666875.00
01-06-2019,7161.70,7469.20,7079.70,7425.60,14112662400,107.90,0.71,666875.00
01-07-2019,7425.60,7727.50,7425.60,7586.80,14244748100,108.00,0.71,670547.00
01-08-2019,7586.80,7610.00,7020.20,7207.20,15937435200,108.30,0.71,670547.00
01-09-2019,7207.20,7440.80,7199.40,7408.20,15855477100,108.40,0.71,670547.00
01-10-2019,7408.20,7433.20,7004.40,7248.40,18280051200,108.30,0.71,670587.00
01-11-2019,7248.40,7446.00,7197.30,7346.50,14294070300,108.50,0.71,670587.00
01-12-2019,7346.50,7665.40,7131.20,7542.40,14581087800,108.50,0.71,670587.00
01-01-2020,7542.40,7689.70,7275.00,7286.00,13224760700,108.30,0.71,652180.00
01-02-2020,7286.00,7547.70,6460.10,6580.60,16563821000,108.60,0.71,652180.00
01-03-2020,6580.60,6856.30,4898.80,5672.00,37413728800,108.60,0.32,652180.00
01-04-2020,5672.00,6151.60,5395.10,5901.20,23791430900,108.60,0.07,522356.00
01-05-2020,5901.20,6234.00,5661.10,6076.60,21094713000,108.60,0.07,522356.00
01-06-2020,6076.60,6511.80,5952.40,6169.70,22104672700,108.80,0.06,522356.00
01-07-2020,6169.70,6323.60,5897.80,5897.80,16153869800,109.20,0.06,610972.00
01-08-2020,5897.80,6297.20,5857.10,5963.60,11928004700,108.80,0.06,610972.00
01-09-2020,5963.60,6123.70,5771.50,5866.10,16805999200,109.20,0.05,610972.00
01-10-2020,5866.10,6040.50,5525.50,5577.30,16276769300,109.20,0.05,619330.00
01-11-2020,5577.30,6468.70,5554.70,6266.20,23345270900,109.10,0.05,619330.00
01-12-2020,6266.20,6676.60,6263.60,6460.50,16921847100,109.40,0.05,619330.00
01-01-2021,6460.50,6903.60,6397.20,6407.50,15274136000,109.30,0.05,612665.00
01-02-2021,6407.50,6799.90,6407.50,6483.40,16966878000,109.40,0.05,612665.00
01-03-2021,6483.40,6812.80,6483.40,6713.60,17975344300,109.70,0.05,612665.00
01-04-2021,6713.60,7040.30,6713.60,6969.80,13581435700,110.40,0.05,655443.00
01-05-2021,6969.80,7164.20,6823.60,7022.60,14313218800,111.00,0.05,655443.00
01-06-2021,7022.60,7217.50,6948.60,7037.50,14962106000,111.40,0.05,655443.00
01-07-2021,7037.50,7170.60,6813.00,7032.30,13589817000,111.40,0.05,666498.00
01-08-2021,7032.30,7224.50,6993.10,7119.70,12393989800,112.10,0.05,666498.00
01-09-2021,7119.70,7195.60,6828.30,7086.40,15689089900,112.40,0.05,666498.00
01-10-2021,7086.40,7281.20,6945.50,7237.60,15426029100,113.40,0.05,675680.00
01-11-2021,7237.60,7402.70,6989.70,7059.50,18456189400,114.10,0.05,675680.00
01-12-2021,7059.50,7457.10,7059.40,7384.50,14564393900,114.70,0.11,675680.00
01-01-2022,7384.50,7619.00,7283.40,7464.40,17923915900,114.60,0.20,682527.00
01-02-2022,7464.40,7687.30,7204.70,7458.30,19718352900,115.40,0.42,682527.00
01-03-2022,7458.30,7595.40,6788.00,7515.70,27754790700,116.50,0.56,682527.00
01-04-2022,7515.70,7669.60,7339.50,7544.60,17374689400,119.00,0.69,686335.00
01-05-2022,7544.60,7648.30,7158.50,7607.70,20011498100,119.70,0.92,686335.00
01-06-2022,7607.70,7646.70,6998.20,7169.30,17794709200,120.50,1.08,686335.00
01-07-2022,7169.30,7441.20,7007.10,7423.40,16880458400,121.20,1.19,687029.00
01-08-2022,7446.00,7578.90,7263.60,7284.20,14748978900,121.80,1.62,687029.00
01-09-2022,7284.20,7514.00,6829.30,6893.80,21881336000,122.30,1.86,687029.00
01-10-2022,6893.80,7132.90,6707.60,7094.50,18562316200,124.30,2.19,688817.00
01-11-2022,7094.50,7599.30,7076.50,7573.10,17021630000,124.80,2.86,688817.00
01-12-2022,7573.10,7599.70,7302.80,7451.70,12559415600,125.30,3.18,688817.00
01-01-2023,7451.70,7875.60,7448.70,7771.70,17366687200,124.80,3.43,689206.00
01-02-2023,7771.70,8047.10,7745.40,7876.30,16667898300,126.00,3.90,689206.00
01-03-2023,7876.30,7974.40,7206.80,7631.70,22521536600,126.80,4.00,689206.00
01-04-2023,7631.70,7936.10,7631.70,7870.60,13499372100,128.30,4.18,689491.00
01-05-2023,7870.60,7898.70,7446.10,7446.10,18165990600,129.10,4.35,689491.00
01-06-2023,7446.10,7687.60,7401.20,7531.50,16089608200,129.40,4.59,689491.00
01-07-2023,7531.50,7722.90,7229.60,7699.40,13603497200,129.00,4.93,687839.00
01-08-2023,7699.40,7715.20,7215.80,7439.10,15665960700,129.40,5.16,687839.00
01-09-2023,7439.10,7746.50,7369.60,7608.10,14522839000,130.10,5.19,687839.00
01-10-2023,7608.10,7687.90,7279.90,7321.70,15293068800,130.20,5.19,685628.00
01-11-2023,7321.70,7533.80,7304.90,7453.80,15440590100,130.00,5.19,685628.00
01-12-2023,7453.80,7762.90,7453.80,7733.20,15682233700,130.50,5.19,685628.00
01-01-2024,7733.20,7764.40,7404.10,7630.60,19386620600,130.00,5.19,691198.00
01-02-2024,7630.60,7748.70,7493.00,7630.00,23461838100,130.80,5.19,691198.00
01-03-2024,7630.00,7975.40,7598.50,7952.60,24521204100,131.60,5.19,691198.00
01-04-2024,7952.60,8200.00,7793.90,8144.10,21908724500,132.20,5.20,695280.00
01-05-2024,8144.10,8474.40,8111.40,8275.40,22052384800,132.70,5.20,695280.00
01-06-2024,8275.40,8371.70,8112.90,8164.10,18910547600,133.00,5.20,695280.00
01-07-2024,8164.10,8399.90,8056.00,8368.00,16067728100,132.90,5.20,696853.00
01-08-2024,8368.00,8414.40,7915.90,8376.60,18173603500,133.40,4.95,696853.00
01-09-2024,8376.60,8381.00,8168.40,8237.00,16907148600,133.50,4.95,696853.00
01-10-2024,8237.00,8395.60,8071.70,8110.10,18883272800,134.30,4.95,698780.00
01-11-2024,8110.10,8307.30,7995.90,8287.30,17916049300,134.60,4.75,698780.00
01-12-2024,8287.30,8388.40,8002.30,8173.00,14908843200,135.10,4.70,698780.00
01-01-2025,8173.00,8692.80,8160.60,8674.00,18344026400,135.10,4.70,703373.00
